index,string,shingles
2201,aaABcddEEEEeFFGgGhhhHiiiijjJkKooOppPPPqqrRssStUUvVWwWwXxXxxYZz,"hHii,PPPq,UUvV,gGhh,ddEE,hhhH,xxYZ,OppP,xXxx,cddE,JkKo,StUU,ijjJ,aABc,EEEe,ssSt,EEEE,Ghhh,VWwW,WwXx,tUUv,KooO,pPPP,hhHi,jjJk,ppPP,UvVW,kKoo,XxXx,FGgG,aaAB,XxxY,dEEE,wWwX,RssS,vVWw,Hiii,iiij,sStU,Pqqr,wXxX,iiii,xYZz,PPqq,eFFG,FFGg,EEeF,jJkK,WwWw,oOpp,Bcdd,ooOp,qqrR,rRss,qrRs,ABcd,iijj,GgGh,EeFF"
2202,aaAabbbbCccDfGGjjkMMNooOpPqQsSTtTUUuVyyzZZ,"aaAa,Aabb,DfGG,aAab,kMMN,NooO,cDfG,Gjjk,OpPq,pPqQ,qQsS,oOpP,bCcc,MNoo,MMNo,bbbb,UUuV,TtTU,fGGj,GGjj,PqQs,abbb,bbbC,yzZZ,tTUU,jjkM,TUUu,yyzZ,ccDf,UuVy,Vyyz,uVyy,jkMM,sSTt,CccD,ooOp,QsST,STtT,bbCc"
2203,AABCCDFGgggkkklnnQSuvVwxXxXxxYZz,"nQSu,SuvV,xxYZ,xXxx,ABCC,FGgg,DFGg,CDFG,ggkk,XxXx,Gggg,CCDF,gkkk,wxXx,xXxX,XxxY,uvVw,QSuv,kkln,klnn,lnnQ,gggk,vVwx,xYZz,AABC,BCCD,VwxX,kkkl,nnQS"
2204,aBbCdDdDEEeFGhhIjJJlopqqrSTTtVwwWxXYyz,"wwWx,rSTT,IjJJ,DEEe,wWxX,TtVw,STTt,TTtV,XYyz,WxXY,GhhI,eFGh,aBbC,hhIj,qqrS,dDEE,EeFG,JJlo,opqq,jJJl,xXYy,qrST,DdDE,bCdD,CdDd,VwwW,Jlop,hIjJ,lopq,pqqr,dDdD,EEeF,FGhh,BbCd,tVww"
2205,AceFFgiijJlLLMmMnnNppPPqQrTWXyyY,"mMnn,nNpp,WXyy,AceF,PPqQ,XyyY,FFgi,MmMn,ppPP,LMmM,pPPq,QrTW,ijJl,MnnN,LLMm,JlLL,eFFg,giij,TWXy,nnNp,qQrT,PqQr,lLLM,iijJ,ceFF,jJlL,Fgii,rTWX,NppP"
2206,ABcDdEeFfggikLLmMMnOoOoRsSsVVwYY,"LmMM,OoOo,fggi,OoRs,MnOo,DdEe,Ffgg,ABcD,VwYY,nOoO,sVVw,MMnO,ikLL,eFfg,oRsS,sSsV,VVwY,EeFf,oOoR,mMMn,gikL,RsSs,kLLm,BcDd,cDdE,LLmM,ggik,dEeF,SsVV"
2207,AaAABBDDFghHijjKkLLlLnNoOoOOqqQRrSsTTuUuUvVwwwWxyyyyYYzz,"AABB,aAAB,wwWx,LlLn,yyyY,RrSs,oOoO,OqqQ,AaAA,UvVw,nNoO,xyyy,KkLL,yYYz,lLnN,Vwww,NoOo,vVww,qqQR,sTTu,YYzz,FghH,rSsT,uUvV,TuUu,yyyy,OoOO,wwwW,BDDF,SsTT,OOqq,kLLl,DFgh,oOOq,ABBD,wWxy,jjKk,UuUv,Wxyy,ijjK,LnNo,qQRr,ghHi,LLlL,Hijj,QRrS,BBDD,uUuU,yyYY,hHij,DDFg,TTuU,jKkL"
2208,AaAbBBbccDeffGHiIjkKLLLLLLmNNNoOPQRrRtuUvVwXxXxxYyyyyzZ,"LLmN,NoOP,xYyy,PQRr,VwXx,AbBB,Yyyy,yyyz,vVwX,NNNo,UvVw,LLLL,Bbcc,ffGH,GHiI,NNoO,rRtu,XxXx,QRrR,BBbc,kKLL,uUvV,ccDe,bccD,OPQR,IjkK,tuUv,XxxY,yyyy,oOPQ,HiIj,LmNN,RtuU,Deff,fGHi,LLLm,wXxX,mNNN,effG,bBBb,yyzZ,iIjk,RrRt,cDef,KLLL,xxYy,aAbB,jkKL,AaAb,xXxx"
2209,accdDeGgggGhhhiIIJKkllLmooOqqqqSTtuuuUvxXXxXxyzzZ,"lLmo,qqqS,dDeG,Xxyz,gGhh,ccdD,Ttuu,uuuU,Kkll,eGgg,cdDe,hhhi,Ghhh,hhiI,qSTt,mooO,hiII,uuUv,vxXX,tuuu,xXXx,XxXx,Gggg,XXxX,JKkl,iIIJ,yzzZ,gggG,Lmoo,llLm,Oqqq,ooOq,kllL,UvxX,IJKk,DeGg,oOqq,IIJK,qqST,qqqq,uUvx,accd,xyzz,xXxy,STtu,ggGh"
2210,BDDFfgHKkkLLmMmnnoOoQqrRsssstTTuUVyZ,"gHKk,oQqr,mMmn,DFfg,UVyZ,ssss,noOo,LmMm,KkkL,ssst,nnoO,QqrR,oOoQ,mnno,OoQq,uUVy,BDDF,DDFf,tTTu,TuUV,FfgH,fgHK,sstT,HKkk,Mmnn,stTT,Rsss,kLLm,kkLL,rRss,LLmM,qrRs,TTuU"
2211,AbcEeeFfffgHjJjkMnNooPpPqqsSTUuvWyy,"PpPq,sSTU,HjJj,jJjk,JjkM,fffg,Ffff,bcEe,oPpP,UuvW,fgHj,uvWy,ooPp,eFff,ffgH,vWyy,NooP,EeeF,qsST,Pqqs,gHjJ,kMnN,pPqq,TUuv,STUu,AbcE,nNoo,jkMn,eeFf,cEee,qqsS,MnNo"
2212,abBBCCDdeEfffGGGGgHhiIjjjKkKLMMNOOpqQqrrRSstUuUuVVWXXXXXYyz,"CDde,bBBC,GgHh,qQqr,eEff,fGGG,stUu,UuUu,uUuV,XYyz,deEf,abBB,ffGG,DdeE,MNOO,VWXX,NOOp,OpqQ,uVVW,fffG,Efff,UuVV,XXXX,BBCC,XXXY,qrrR,hiIj,gHhi,OOpq,pqQq,KkKL,tUuU,WXXX,GGGg,rrRS,RSst,jKkK,kKLM,jjKk,GGgH,MMNO,Qqrr,jjjK,VVWX,GGGG,XXYy,Ijjj,SstU,HhiI,rRSs,CCDd,BCCD,KLMM,LMMN,iIjj"
2213,AAAAaaaBbCcdDEEFgHhIjKllLMmmMNNnOoOPPPpppqQqrRSssTTtvwwwWWxxYYY,"aaaB,MNNn,NnOo,AAaa,lLMm,qrRS,aaBb,sTTt,PPPp,qQqr,mmMN,ppqQ,ssTT,wWWx,mMNN,aBbC,CcdD,gHhI,dDEE,xYYY,IjKl,cdDE,BbCc,QqrR,hIjK,xxYY,llLM,nOoO,EEFg,wwwW,EFgH,oOPP,NNnO,pqQq,TTtv,RSss,DEEF,WWxx,Aaaa,AAAa,OPPP,pppq,WxxY,FgHh,bCcd,jKll,LMmm,KllL,OoOP,tvww,PPpp,vwww,Pppp,wwWW,rRSs,AAAA,MmmM,SssT,Ttvw,HhIj"
2214,aAAbBbdDFgHIIjJkLLLLlLMmNnnoOoopqqRrrTuUUvWYyyzZZ,"LlLM,RrrT,lLMm,IjJk,jJkL,JkLL,uUUv,gHII,UUvW,LLLL,vWYy,bdDF,opqq,TuUU,noOo,UvWY,nnoO,pqqR,LLLl,mNnn,kLLL,DFgH,qqRr,dDFg,rTuU,FgHI,Nnno,AAbB,BbdD,aAAb,LMmN,yzZZ,bBbd,AbBb,HIIj,WYyy,oOoo,yyzZ,Ooop,LLlL,rrTu,qRrr,MmNn,oopq,Yyyz,IIjJ"
2215,BBCdddddDEfGhhHhhiIjJKKKLLnOoopQQRrRssSTTttuwwWxxyyZz,"Hhhi,xxyy,jJKK,KLLn,wwWx,nOoo,Tttu,sSTT,STTt,yyZz,GhhH,BBCd,Wxxy,dddd,ttuw,hhHh,oopQ,ddDE,hhiI,tuww,QRrR,JKKK,hiIj,Cddd,opQQ,uwwW,dDEf,fGhh,ssST,xyyZ,KKLL,wWxx,LLnO,pQQR,IjJK,dddD,DEfG,hHhh,TTtt,Ooop,KKKL,iIjJ,QQRr,RrRs,rRss,LnOo,EfGh,BCdd,RssS"
2216,aABBCdddddEfgGggHHhiiIiJllMMnNoopSstuUwWwxxXYyYzZZz,"Noop,oopS,wWwx,Hhii,aABB,zZZz,pSst,opSs,iJll,BBCd,tuUw,uUwW,dddd,UwWw,stuU,wxxX,ddEf,dddE,gGgg,JllM,xXYy,llMM,xxXY,ABBC,HHhi,gHHh,Cddd,hiiI,EfgG,iIiJ,YzZZ,MMnN,lMMn,YyYz,fgGg,Wwxx,iiIi,GggH,IiJl,nNoo,BCdd,dEfg,XYyY,ggHH,yYzZ,Sstu,MnNo"
2217,ABBCCdeEFfffgHIjjjKkmMNOOPpPpqQsssuuUVvwWXXzzz,"HIjj,mMNO,vwWX,fffg,eEFf,PpPp,EFff,Ffff,UVvw,fgHI,uuUV,PpqQ,MNOO,gHIj,OPpP,ffgH,suuU,CdeE,jKkm,uUVv,deEF,BBCC,kmMN,ABBC,pqQs,BCCd,XXzz,NOOP,sssu,pPpq,jjKk,Xzzz,wWXX,Qsss,jjjK,Ijjj,ssuu,VvwW,WXXz,CCde,OOPp,qQss,KkmM"
2218,aBbbBBbEEFfijJJKKlmmmNNnnOooOooPqQQQrRsTtUuVvWWwxyYZz,"BBbE,uVvW,vWWw,QQQr,EFfi,nOoo,OooP,VvWW,Ffij,BbbB,EEFf,rRsT,ooPq,bEEF,ijJJ,xyYZ,oPqQ,QQrR,qQQQ,lmmm,yYZz,nnOo,RsTt,ooOo,mmNN,mNNn,JJKK,NNnn,sTtU,mmmN,KKlm,QrRs,PqQQ,fijJ,bBBb,Klmm,oOoo,UuVv,Wwxy,tUuV,OooO,bbBB,TtUu,wxyY,jJJK,WWwx,BbEE,aBbb,JKKl,NnnO"
2219,aAaBCEEfhikKllNOPPPPqqRtUuUuVvXYyzz,"ikKl,Efhi,KllN,llNO,NOPP,aBCE,EEfh,uUuV,XYyz,UuUu,PqqR,vXYy,qqRt,PPPP,AaBC,kKll,RtUu,tUuU,CEEf,aAaB,hikK,uVvX,OPPP,qRtU,lNOP,PPqq,Yyzz,BCEE,UuVv,VvXY,fhik,PPPq"
2220,aABbbcCcCDDddEeffgGhiJjJKKkKkkkkKMMmMNOOoPpqQqqRssssuuVYz,"QqqR,jJKK,cCDD,mMNO,gGhi,KKkK,OOoP,DDdd,ffgG,CDDd,GhiJ,hiJj,uuVY,PpqQ,fgGh,MNOO,Bbbc,kkKM,KMMm,Kkkk,qqRs,ssss,qRss,kkkK,uVYz,DddE,MmMN,cCcC,pqQq,effg,KkKk,MMmM,bbcC,qQqq,suuV,sssu,bcCc,aABb,dEef,Eeff,kKkk,kkkk,oPpq,JKKk,kKMM,ABbb,JjJK,Rsss,ssuu,iJjJ,OoPp,CcCD,NOOo,ddEe"
2221,aaaaaaBbddEGGIJKllmmMmOPpstvWxXyZZ,"aBbd,aaaB,dEGG,IJKl,XyZZ,Kllm,aaBb,lmmM,Bbdd,llmm,GIJK,mMmO,mmMm,stvW,MmOP,EGGI,tvWx,vWxX,JKll,pstv,aaaa,mOPp,WxXy,Ppst,bddE,xXyZ,ddEG,GGIJ,OPps"
2222,ABbCdeIKLLMooOPPPQRrRRRSsstttuVVvvWwwwxxZZ,"bCde,KLLM,PQRr,sttt,ooOP,ABbC,wxxZ,ttuV,PPQR,xxZZ,CdeI,IKLL,VvvW,tuVV,deIK,LMoo,rRRR,vvWw,wwxx,QRrR,PPPQ,sstt,oOPP,uVVv,eIKL,RSss,RrRR,OPPP,Wwww,wwwx,Ssst,vWww,LLMo,VVvv,RRRS,BbCd,tttu,RRSs,MooO"
2223,aAAABbCcDefghhhHhJjjKLmnnOPpQQRRrStTTTvvwWWXyyyyzZzz,"StTT,WXyy,yzZz,TTvv,AAAB,bCcD,nnOP,hhhH,RrSt,QRRr,ABbC,TTTv,yyyz,zZzz,jKLm,WWXy,fghh,vvwW,hhHh,Lmnn,OPpQ,BbCc,HhJj,hHhJ,vwWW,yyyy,JjjK,tTTT,nOPp,KLmn,AABb,QQRR,rStT,RRrS,pQQR,wWWX,jjKL,efgh,yyzZ,CcDe,aAAA,Xyyy,mnnO,ghhh,Tvvw,cDef,PpQQ,hJjj,Defg"
2224,ACcCdDdEeEeFhhijjKKmMnNpPPpQqQRRSuuUUWwXyYzzz,"cCdD,pPPp,eFhh,mMnN,PPpQ,RSuu,DdEe,QRRS,KKmM,SuuU,XyYz,RRSu,nNpP,MnNp,jjKK,NpPP,WwXy,yYzz,dDdE,Fhhi,hhij,pQqQ,jKKm,dEeE,qQRR,wXyY,CdDd,CcCd,PpQq,EeFh,UUWw,ACcC,ijjK,KmMn,uuUU,eEeF,hijj,UWwX,EeEe,QqQR,Yzzz,uUUW"
2225,AaccddefiJKlMMnOoPRsstTuUVwXxxZZ,"tTuU,uUVw,VwXx,KlMM,PRss,MnOo,cdde,wXxx,UVwX,ddef,XxxZ,xxZZ,JKlM,oPRs,MMnO,OoPR,TuUV,Aacc,iJKl,lMMn,ccdd,nOoP,fiJK,sstT,efiJ,stTu,Rsst,defi,accd"
2226,AaabbBCCcddddFGGghIjJKKKkLmmMNnOpppqqqQQQqrRSsstTtUUVWwXxXyYzZ,"BCCc,jJKK,xXyY,abbB,mMNn,qrRS,qqQQ,cddd,mmMN,QQqr,XyYz,dddd,qqqQ,WwXx,kLmm,NnOp,nOpp,qQQQ,yYzZ,QqrR,ddFG,KKkL,FGGg,UUVW,XxXy,JKKK,CCcd,stTt,tUUV,RSss,LmmM,pqqq,Aaab,wXxX,pppq,Ssst,UVWw,hIjJ,TtUU,IjJK,bbBC,dFGG,KkLm,ppqq,sstT,KKKk,bBCC,dddF,Ccdd,tTtU,ghIj,rRSs,Oppp,GghI,GGgh,MNnO,VWwX,aabb,QQQq"
2227,aaaAaBbCCdeFfFggHHIJjjkLlmmmMMMmnOopQqrrrSStTtUuuuuVvWwxxxYz,"aaAa,uVvW,xxxY,opQq,BbCC,pQqr,vWwx,rSSt,AaBb,HIJj,aBbC,uuuu,MMMm,FggH,FfFg,gHHI,rrrS,nOop,HHIJ,SStT,lmmm,uuuV,Uuuu,jjkL,eFfF,kLlm,mmmM,aAaB,fFgg,MMmn,xxYz,IJjj,uuVv,tUuu,mnOo,Wwxx,StTt,mMMM,deFf,Qqrr,MmnO,Llmm,aaaA,qrrr,tTtU,VvWw,TtUu,wxxx,bCCd,CdeF,Jjjk,jkLl,OopQ,rrSS,CCde,ggHH,mmMM"
2228,AbBbcCccCDddDEEFHHIiJjjkmMmnNOOoopPqQQRrrrSTtTuVvvXxyZ,"BbcC,CDdd,iJjj,pPqQ,uVvv,bBbc,FHHI,TuVv,mMmn,oopP,dDEE,tTuV,ddDE,jkmM,rrrS,HIiJ,OOoo,TtTu,kmMm,opPq,cCDd,DEEF,ccCD,bcCc,AbBb,XxyZ,HHIi,EFHH,CccC,qQQR,Ooop,cCcc,nNOO,QRrr,vvXx,rSTt,IiJj,EEFH,DddD,jjkm,Jjjk,Rrrr,vXxy,MmnN,mnNO,STtT,rrST,QQRr,NOOo,PqQQ,VvvX"
2229,aAcCffIiIJjjkkKLLMmnnnnOOOppQRrttuUvvVyYZZZZ,"KLLM,kkKL,nOOO,OppQ,jkkK,fIiI,ppQR,iIJj,OOOp,rttu,VyYZ,vVyY,CffI,LMmn,vvVy,cCff,kKLL,jjkk,LLMm,Rrtt,YZZZ,tuUv,nnnO,nnnn,OOpp,QRrt,IJjj,AcCf,pQRr,ZZZZ,Mmnn,mnnn,Jjjk,ffIi,nnOO,uUvv,IiIJ,ttuU,yYZZ,UvvV,aAcC"
2230,bBbcCDDDeFFGhhiiIjJMNnOoQRrrSuUVvVxXyYZ,"xXyY,BbcC,NnOo,cCDD,UVvV,DDeF,bBbc,OoQR,IjJM,SuUV,FFGh,jJMN,uUVv,rSuU,Ghhi,JMNn,hiiI,bcCD,CDDD,hhii,VxXy,iiIj,nOoQ,eFFG,vVxX,DeFF,QRrr,iIjJ,VvVx,XyYZ,FGhh,oQRr,MNnO,RrrS,DDDe,rrSu"
2231,abceEFfGHIJjjjjkkKllLMNNnooOPpQQRssStuuUUuvWxXXyyyZ,"MNNn,XXyy,Jjjj,WxXX,jjjk,NNno,ooOP,bceE,HIJj,tuuU,UuvW,nooO,jkkK,GHIJ,oOPp,kkKl,ceEF,jjjj,ssSt,uvWx,Nnoo,OPpQ,QRss,vWxX,llLM,fGHI,Stuu,xXXy,jjkk,kKll,LMNN,IJjj,pQQR,uUUu,EFfG,uuUU,KllL,sStu,QQRs,Xyyy,yyyZ,UUuv,abce,FfGH,lLMN,PpQQ,eEFf,RssS"
2232,ABBCDefFGgGgHhJKkKkLlLMmMnNOPRsSttUuuVwXy,"LlLM,uVwX,lLMm,GgHh,JKkK,mMnN,VwXy,CDef,kLlL,gHhJ,uuVw,hJKk,MmMn,PRsS,MnNO,efFG,sStt,LMmM,OPRs,ABBC,GgGg,FGgG,KkLl,NOPR,SttU,UuuV,BBCD,KkKk,kKkL,tUuu,ttUu,gGgH,fFGg,BCDe,RsSt,DefF,HhJK,nNOP"
2233,AABBcEeEfgggGhiiJKllmNooPqRttTvwwxXXy,"AABB,ttTv,llmN,gGhi,Kllm,EeEf,BBcE,vwwx,ooPq,Tvww,PqRt,NooP,Efgg,JKll,hiiJ,Ghii,fggg,xXXy,eEfg,BcEe,qRtt,gggG,mNoo,iJKl,oPqR,lmNo,RttT,tTvw,ABBc,iiJK,wwxX,wxXX,cEeE,ggGh"
2234,BbbDdeEEFFfffHhIijJklLMnNnoppPRRsSTtttttuVVvwwWwxxxXyYzzzz,"xXyY,RRsS,nNno,JklL,RsST,wWwx,HhIi,pPRR,Ffff,klLM,DdeE,BbbD,ttuV,XyYz,ijJk,jJkl,tuVV,IijJ,LMnN,VVvw,MnNn,EEFF,yYzz,fHhI,fffH,uVVv,FFff,tttt,wwWw,ffHh,oppP,eEEF,Nnop,Vvww,hIij,STtt,Wwxx,bbDd,bDde,lLMn,ppPR,nopp,Tttt,wxxx,zzzz,PRRs,EFFf,sSTt,tttu,xxxX,xxXy,Yzzz,deEE,vwwW"
2235,aACDfFFGGHhIiijJjJJJMNNooOpPQRRRSSSSsTttuUVVXxxXyYYyzZ,"FFGG,xXyY,JJMN,ACDf,SSSs,GGHh,jJjJ,HhIi,NooO,Tttu,JjJJ,RRSS,tuUV,Iiij,CDfF,UVVX,jJJJ,oOpP,pPQR,aACD,GHhI,SSSS,VXxx,SsTt,YyzZ,VVXx,SSsT,XxxX,YYyz,ijJj,sTtt,MNNo,JMNN,OpPQ,yYYy,PQRR,RSSS,fFFG,DfFF,iijJ,QRRR,FGGH,hIii,RRRS,ooOp,NNoo,xxXy,ttuU,JJJM,uUVV,XyYY"
2236,bCCDfgGGgghHhhiKKlLmMooOpPpqRRsSStTTtTuuWwwyyzzz,"Hhhi,StTT,RRsS,pqRR,yzzz,qRRs,Wwwy,iKKl,yyzz,CCDf,tTuu,oOpP,sSSt,wyyz,TuuW,CDfg,KlLm,KKlL,OpPp,tTTt,mMoo,bCCD,GGgg,SStT,lLmM,TtTu,PpqR,uWww,gGGg,LmMo,TTtT,uuWw,pPpq,hHhh,ghHh,wwyy,ooOp,fgGG,Gggh,gghH,hhiK,hiKK,RsSS,MooO,DfgG"
2237,AbddDDeeeeEffggGHhhiIjjJjKLlLlmNNnOOOPpqQQrRstTuUUuUvvVwwXXYyZZ,"Hhhi,qQQr,eeeE,LlLl,tTuU,vvVw,gGHh,UUuU,UvvV,pqQQ,nOOO,eEff,RstT,bddD,Abdd,eeEf,PpqQ,VwwX,JjKL,lmNN,TuUU,QQrR,wwXX,hhiI,wXXY,vVww,NnOO,GHhh,YyZZ,hiIj,dDDe,mNNn,NNnO,IjjJ,jjJj,Deee,KLlL,OOOP,uUUu,LlmN,DDee,fggG,UuUv,Effg,QrRs,ddDD,XYyZ,jJjK,XXYy,stTu,ggGH,rRst,OPpq,uUvv,lLlm,OOPp,jKLl,ffgg,iIjj,eeee"
2238,BCcDDDdEefGGghIIIJjkkKKlLMMMMmoooPqQrRsTuuuvWwWXxyZZ,"kKKl,MMMM,Mmoo,MMmo,DDdE,qQrR,rRsT,DdEe,ooPq,wWXx,jkkK,EefG,cDDD,CcDD,KKlL,uuvW,MMMm,oPqQ,IIJj,efGG,IJjk,oooP,xyZZ,hIII,WwWX,IIIJ,XxyZ,PqQr,dEef,QrRs,WXxy,RsTu,ghII,lLMM,kkKK,LMMM,uuuv,sTuu,BCcD,GghI,GGgh,vWwW,mooo,Tuuu,Jjkk,fGGg,DDDd,uvWw,KlLM"
2239,AccDeEfhHijjklMMNOpqQrstTuvVvVWwxYZ,"ijjk,klMM,MNOp,Qrst,WwxY,NOpq,OpqQ,qQrs,ccDe,TuvV,VWwx,vVWw,jklM,jjkl,cDeE,VvVW,pqQr,rstT,wxYZ,MMNO,tTuv,vVvV,lMMN,stTu,EfhH,Hijj,hHij,AccD,DeEf,uvVv,eEfh,fhHi"
2240,aBcccDdeeeEiiijJklMMnnNNpQqRrRSstUUVvvwwxy,"RrRS,stUU,eeeE,Bccc,klMM,eeEi,QqRr,vvww,Ddee,Vvvw,Eiii,JklM,eEii,vwwx,ijJk,jJkl,NNpQ,nNNp,qRrR,wwxy,MnnN,MMnn,UVvv,ccDd,aBcc,iiij,cccD,NpQq,tUUV,UUVv,RSst,lMMn,pQqR,iijJ,nnNN,SstU,rRSs,cDde,deee"
2241,aBcCccDEeeFFGGGGHIIJjkLLLMmpPqqQsSssSStTtUUuuVVWxxYYYyyYYZZ,"FFGG,DEee,YYZZ,eeFF,qQsS,uuVV,sSSt,UUuu,aBcC,sSss,xYYY,VVWx,uVVW,GHII,LMmp,VWxx,IIJj,SStT,EeeF,xxYY,LLLM,MmpP,kLLL,ssSS,tUUu,HIIJ,IJjk,LLMm,UuuV,ccDE,qqQs,cDEe,JjkL,QsSs,mpPq,YYYy,FGGG,WxxY,YyyY,pPqq,StTt,jkLL,TtUU,eFFG,YYyy,cCcc,GGGG,tTtU,CccD,GGHI,SssS,yyYY,PqqQ,GGGH,yYYZ,BcCc"
2242,AABCddDddeGhJKLlmOOoPprRrtVwWXxxXYzZ,"KLlm,OOoP,xXYz,tVwW,wWXx,ddDd,hJKL,dDdd,GhJK,rtVw,lmOO,rRrt,xxXY,Ddde,prRr,XxxX,LlmO,VwWX,eGhJ,mOOo,WXxx,JKLl,PprR,XYzZ,ddeG,AABC,CddD,BCdd,oPpr,deGh,RrtV,OoPp,ABCd"
2243,aaBbbCcdEFgHhiKLlLNNnnOOPPQRrTuWWz,"BbbC,PQRr,aaBb,LlLN,RrTu,uWWz,PPQR,hiKL,OOPP,TuWW,nOOP,HhiK,gHhi,EFgH,lLNN,cdEF,NNnn,KLlL,dEFg,OPPQ,FgHh,bCcd,LNNn,CcdE,nnOO,iKLl,QRrT,aBbb,bbCc,rTuW,NnnO"
2244,ACCdefggijkKLlmmNoPPqrtTTtUUVvwxYYyZ,"oPPq,Pqrt,KLlm,Vvwx,fggi,ijkK,YYyZ,ggij,UVvw,efgg,lmmN,mNoP,tTTt,defg,ACCd,NoPP,gijk,tUUV,vwxY,UUVv,Cdef,kKLl,qrtT,TtUU,rtTT,Llmm,xYYy,PPqr,TTtU,CCde,mmNo,wxYY,jkKL"
2245,AAbBCCcDddDeeeFFFfGGhHIIIJJkllLlmNnnnOORsssstuuvwWzZzz,"BCCc,OORs,uuvw,GhHI,CCcD,FFfG,eeFF,lmNn,IIJJ,zZzz,dDee,Jkll,ddDe,ssss,ssst,WzZz,ORss,vwWz,mNnn,stuu,eFFF,fGGh,FFFf,llLl,Nnnn,eeeF,HIII,nnnO,wWzZ,Deee,IIIJ,tuuv,LlmN,FfGG,IJJk,nOOR,uvwW,kllL,bBCC,CcDd,hHII,Rsss,sstu,DddD,GGhH,cDdd,JJkl,nnOO,lLlm,AbBC,AAbB"
2246,AABBCDeefGHhHIiIkLNNPpQqQqstTwwxxyZ,"AABB,IiIk,iIkL,hHIi,Qqst,QqQq,kLNN,tTww,GHhH,xxyZ,pQqQ,wwxx,NNPp,ABBC,PpQq,BBCD,eefG,HIiI,efGH,NPpQ,fGHh,qstT,BCDe,Twwx,HhHI,IkLN,wxxy,CDee,LNNP,Deef,stTw,qQqs"
2247,aaAAbbCCCCfFGggGIIijkKKLlMMmmNNnnoOqQqrRsSsssvWYzz,"AbbC,MmmN,CCfF,ijkK,bCCC,rRsS,qQqr,sssv,FGgg,aaAA,sSss,oOqQ,svWY,WYzz,GIIi,nnoO,Iijk,QqrR,OqQq,Nnno,mmNN,mNNn,AAbb,noOq,aAAb,GggG,NNnn,bbCC,jkKK,Ssss,fFGg,KKLl,KLlM,RsSs,MMmm,ggGI,CCCC,ssvW,IIij,LlMM,CCCf,kKKL,lMMm,qrRs,gGII,vWYz,CfFG"
2248,ABcCeeFGggHimMnoPRRSsStttuuVvwwX,"PRRS,ttuu,MnoP,ABcC,ggHi,CeeF,FGgg,oPRR,Sttt,cCee,BcCe,eeFG,sStt,HimM,SsSt,tuuV,mMno,uuVv,vwwX,Vvww,gHim,eFGg,GggH,noPR,uVvw,RSsS,imMn,tttu,RRSs"
2249,abBBCDDFggHIiIJjkLlMMnNNnnoooQQqrrRtTtUWxYz,"bBBC,DFgg,ooQQ,QQqr,BCDD,abBB,TtUW,iIJj,kLlM,WxYz,rRtT,FggH,gHIi,rrRt,tUWx,IJjk,qrrR,oooQ,UWxY,Nnno,MnNN,BBCD,HIiI,NNnn,nNNn,MMnN,lMMn,CDDF,Qqrr,tTtU,nooo,LlMM,jkLl,oQQq,nnoo,RtTt,DDFg,JjkL,IiIJ,ggHI"
2250,BBCDDggGGHIjjkKKkLLLlmMMnnOopppqRSUUvwxxyZ,"DDgg,vwxx,HIjj,UUvw,jjkK,BCDD,LLlm,oppp,KkLL,xxyZ,MnnO,qRSU,nOop,LLLl,KKkL,pqRS,kLLL,nnOo,GHIj,MMnn,ppqR,SUUv,LlmM,Oopp,BBCD,Ijjk,jkKK,Uvwx,lmMM,pppq,ggGG,RSUU,CDDg,mMMn,GGHI,kKKk,wxxy,gGGH,DggG"
2251,AAabBbCcdDEghhhHIjjjkkkLllLlLmMmMNNoPpPprrrsssttVWWXxXxXxyyYZZ,"AAab,HIjj,kkLl,jjjk,hhhH,Pprr,ttVW,PpPp,WXxX,hhHI,NoPp,rrrs,mMNN,oPpP,mMmM,WWXx,CcdD,LlLm,VWWX,tVWW,LmMm,cdDE,kLll,ssst,prrr,Xxyy,BbCc,XxXx,AabB,llLl,rsss,lLmM,xXxX,jjkk,yYZZ,MmMN,sttV,sstt,lLlL,MNNo,NNoP,jkkk,LllL,Eghh,yyYZ,bCcd,abBb,pPpr,DEgh,xyyY,kkkL,Ijjj,ghhh,dDEg,bBbC,rrss,hHIj,xXxy"
2252,AaaBbBBcDDddeEFffGGgghiIJJjKkLllLMmOoPqqqqqqQQrSStVVWwYYZz,"qQQr,ddeE,VWwY,lLMm,AaaB,aaBb,qqQQ,gghi,iIJJ,DDdd,EFff,rSSt,ffGG,JJjK,BcDD,hiIJ,JjKk,BbBB,qqqQ,QrSS,kLll,bBBc,aBbB,GGgg,deEF,llLM,YYZz,Ddde,LMmO,KkLl,wYYZ,Pqqq,BBcD,StVV,SStV,LllL,MmOo,FffG,WwYY,QQrS,ghiI,mOoP,OoPq,cDDd,oPqq,Gggh,qqqq,fGGg,IJJj,VVWw,jKkL,tVVW,eEFf"
2253,bccCDehhIIjJkKKlmMoOoPPqTuUvWxYz,"oPPq,CDeh,TuUv,MoOo,IjJk,kKKl,ehhI,hhII,lmMo,JkKK,OoPP,bccC,WxYz,oOoP,qTuU,KlmM,vWxY,PqTu,cCDe,Dehh,ccCD,hIIj,KKlm,uUvW,mMoO,UvWx,jJkK,PPqT,IIjJ"
